tblname,name,poly,incomeShared,senateIdShared
1,SKI BEES INCORPORATED,"<Point><coordinates>-70.241146,41.646902</coordinates></Point>",35526,40
1,SKILLS BANK CORPORATION,"<Point><coordinates>-71.801971,42.293316</coordinates></Point>",0,10
1,SKILLS USA INC,"<Point><coordinates>-71.081037,42.011162</coordinates></Point>",NA,32
1,SKIP JUTRAS MEMORIAL SCHOLARSHIP,"<Point><coordinates>-70.937514,42.855233</coordinates></Point>",3525,19
1,SKIP PROSSER FOUNDATION CORP,"<Point><coordinates>-71.211172,42.195552</coordinates></Point>",NA,30
1,SKIVIEGIVIE INCORPORATED,"<Point><coordinates>-70.605238,41.543036</coordinates></Point>",NA,39
1,SKP FOUNDATION,"<Point><coordinates>-71.125842,42.375574</coordinates></Point>",355261,26
1,SKYLIGHT ASTRONOMICAL SOCIETY INC,"<Point><coordinates>-71.527006,42.40434</coordinates></Point>",0,14
1,SKYLINE TECHNICAL FUND INC,"<Point><coordinates>-71.799676,42.277442</coordinates></Point>",60103,10
1,SKYLLERS DOG AND CAT RESCUE,"<Point><coordinates>-70.975973,41.855536</coordinates></Point>",52200,37
1,SKYLUR J SPAGONE MEMORIAL FUND INC,"<Point><coordinates>-70.931056,42.02285</coordinates></Point>",23945,35
1,SKYVIEW MIDDLE SCHOOL PARENT TEACHER ORGANIZATION,"<Point><coordinates>-71.794238,42.556532</coordinates></Point>",43945,9
1,SLADE FOUNDATION,"<Point><coordinates>-71.056292,42.356874</coordinates></Point>",1,27
1,SLANETZ SCIENCE FOUNDATION INC,"<Point><coordinates>-71.069054,42.359553</coordinates></Point>",172,27
1,SLAVES OF THE IMMACULATE HEART OF MARY OF SAINT BENEDICT CENTER INC,"<Point><coordinates>-71.613078,42.487056</coordinates></Point>",NA,14
1,SLAVIC PENTECOSTAL CHURCH OF SPRINGFIELD MASSACHUSETTS,"<Point><coordinates>-72.634636,42.103193</coordinates></Point>",NA,3
1,SLAVIC PENTECOSTAL CHURCH SPRINGFIELD,"<Point><coordinates>-72.687251,42.107522</coordinates></Point>",NA,3
1,SLEEP FOR AMERICA,"<Point><coordinates>-71.070397,42.345455</coordinates></Point>",22500,27
1,SLEEPING CHILDREN AROUND THE WORLD - USA INC,"<Point><coordinates>-71.278587,42.308307</coordinates></Point>",0,29
1,SLEEPING GIANT YOUNG EQUESTRIAN FUND INC,"<Point><coordinates>-72.909706,42.315816</coordinates></Point>",44574,4
1,SLEEPING WEAZEL INC,"<Point><coordinates>-71.182681,42.121752</coordinates></Point>",0,31
1,SLI WARREN HOUSE INC,"<Point><coordinates>-71.123742,42.497141</coordinates></Point>",109770,24
1,SLOAN CONSORTIUM INC,"<Point><coordinates>-70.87438,42.806451</coordinates></Point>",2521704,19
1,SLOMAN DEVLIN A TO Z FAMILY FOUNDATION,"<Point><coordinates>-71.182206,42.396808</coordinates></Point>",NA,28
1,SLOTNICK KORELITZ CHARITABLE TRUST,"<Point><coordinates>-71.025608,42.397772</coordinates></Point>",757969,26
1,SLOVAK CATHOLIC SOKOL,"<Point><coordinates>-71.713402,42.072319</coordinates></Point>",0,12
1,SLOVAK CATHOLIC SOKOL,"<Point><coordinates>-71.709395,42.08025</coordinates></Point>",0,12
1,SLOVAK CITIZENS CLUB INC,"<Point><coordinates>-72.740917,42.114377</coordinates></Point>",192001,5
1,SLOVAK GYMNASTIC UNION SOKOL OF THE USA 244,"<Point><coordinates>-72.740917,42.114377</coordinates></Point>",0,5
1,SLOW FOOD USA,"<Point><coordinates>-70.942526,42.031377</coordinates></Point>",0,32
1,SLOW FOOD USA INC,"<Point><coordinates>-71.099961,42.368902</coordinates></Point>",0,26
1,SLOW FOOD USA INC,"<Point><coordinates>-70.74475,41.34317</coordinates></Point>",0,40
1,SLOW FOOD USA INC,"<Point><coordinates>-71.267656,41.897181</coordinates></Point>",0,31
1,SLOW FOOD USA INC,"<Point><coordinates>-69.937327,41.797777</coordinates></Point>",0,40
1,SLOW FOOD USA INC,"<Point><coordinates>-73.412031,42.225575</coordinates></Point>",0,4
1,SLOW MONEY INC,"<Point><coordinates>-71.120127,42.333332</coordinates></Point>",964824,29
1,SLOW PLEASE INC,"<Point><coordinates>-70.867779,42.48439</coordinates></Point>",0,22
1,SMALL ARMY FOR A CAUSE INC,"<Point><coordinates>-71.085526,42.350112</coordinates></Point>",155239,28
1,SMALL BUSINESS FOUNDATION INC,"<Point><coordinates>-71.803276,42.26145</coordinates></Point>",0,10
1,SMALL FRIENDS ON NANTUCKET INC,"<Point><coordinates>-70.007142,41.258688</coordinates></Point>",1312958,40
1,SMALL MOTORS MANUFACTURERS ASSOCIATION,"<Point><coordinates>-70.984253,41.566464</coordinates></Point>",363286,38
1,SMALL PLANET INSTITUTE,"<Point><coordinates>-71.115282,42.370719</coordinates></Point>",198385,26
1,SMALL PROPERTY OWNERS ASSOCIATION INC,"<Point><coordinates>-71.101842,42.365146</coordinates></Point>",66845,26
1,SMALL PROPERTY OWNERS ASSOCIATION NEWSLETTER INC,"<Point><coordinates>-71.101842,42.365146</coordinates></Point>",0,26
1,SMALL SOLUTIONS,"<Point><coordinates>-70.859496,42.803242</coordinates></Point>",15484,19
1,SMALL-SCALE SUSTAINABLE INFRASTRUCTURE DEVELOPMENT FUND IN,"<Point><coordinates>-71.109301,42.356885</coordinates></Point>",135890,27
1,SMALLER BUSINESS ASSOCIATION OF NEW ENGLAND INC,"<Point><coordinates>-71.258616,42.415648</coordinates></Point>",971831,16
1,SMALLEY FOUNDATION INC,"<Point><coordinates>-71.123046,42.343097</coordinates></Point>",561186,29
1,SMART FROM THE START INC,"<Point><coordinates>-71.093591,42.334689</coordinates></Point>",73074,28
1,SMART TEAM INC,"<Point><coordinates>-71.123742,42.497141</coordinates></Point>",53246,24
1,SMC DEVENS EMPLOYEES CLUB,"<Point><coordinates>-71.575135,42.566573</coordinates></Point>",56432,14
1,SMD-HELP FOUNDATION INC,"<Point><coordinates>-71.04461,42.574055</coordinates></Point>",NA,20
1,SMF FOUNDATION,"<Point><coordinates>-71.163413,42.304643</coordinates></Point>",694291,29
1,SMILE MASS INCORPORATED,"<Point><coordinates>-71.433768,42.356718</coordinates></Point>",64862,14
1,SMILING KIDS,"<Point><coordinates>-71.5299,42.274468</coordinates></Point>",0,14
1,SMILING TEARS INC,"<Point><coordinates>-71.459405,42.446396</coordinates></Point>",NA,14
1,SMITH CHILD CARE CENTER INC,"<Point><coordinates>-72.644445,42.318934</coordinates></Point>",462487,6
1,SMITH COLLEGE CLASS OF 1957,"<Point><coordinates>-71.706545,42.297525</coordinates></Point>",0,11
1,SMITH COLLEGE CLUB OF CAMBRIDGE,"<Point><coordinates>-71.130053,42.39593</coordinates></Point>",NA,25
1,SMITH COLLEGE CLUB OF CAPE COD,"<Point><coordinates>-70.285739,41.661606</coordinates></Point>",6741,40
1,SMITH COLLEGE CLUB WEST OF BOSTON,"<Point><coordinates>-71.212736,42.27373</coordinates></Point>",0,30
1,SMITH FOUNDATION,"<Point><coordinates>-71.112159,42.362062</coordinates></Point>",55170,27
1,SMITH NECK FRIENDS MEETING OF DARTMOUTH MONTHLY MEETING,"<Point><coordinates>-70.955387,41.561053</coordinates></Point>",NA,38
1,SMITH STUDENTS AID SOCIETY INC,"<Point><coordinates>-72.639595,42.316219</coordinates></Point>",217781,6
1,SMITH-LEMLI-OPITZ-RSH FOUNDATION,"<Point><coordinates>-70.991166,42.709814</coordinates></Point>",27266,20
1,SMITHFEST FOUNDATION INCORPORATED,"<Point><coordinates>-71.387439,42.66881</coordinates></Point>",131462,13
1,SMITHS POND CORPORATION,"<Point><coordinates>-71.85232,42.280751</coordinates></Point>",0,10
1,SMMA FUND INC,"<Point><coordinates>-71.110733,42.369175</coordinates></Point>",2,26
1,SMOCK ALLEY THEATRE FOUNDATION INC,"<Point><coordinates>-70.874129,42.228099</coordinates></Point>",0,34
1,SMOCKING ARTS GUILD OF AMERICA INC,"<Point><coordinates>-71.254973,42.355891</coordinates></Point>",0,16
1,SMOCKING ARTS GUILD OF AMERICA INC,"<Point><coordinates>-70.8732,42.597691</coordinates></Point>",0,20
1,SMOKEY CHESTNUT FARM INC,"<Point><coordinates>-71.170327,41.9751</coordinates></Point>",0,31
1,SNAPPY PRODUCTIONS INC,"<Point><coordinates>-71.117499,42.390694</coordinates></Point>",0,25
1,SNHC INC,"<Point><coordinates>-71.090646,42.345894</coordinates></Point>",177440,28
1,SNOW FARM-THE NEW ENGLAND CRAFT PROGRAM INC,"<Point><coordinates>-72.76097,42.405598</coordinates></Point>",1174123,4
1,SNOWBIRDS SNOWMOBILE CLUB INC,"<Point><coordinates>-72.014797,42.218704</coordinates></Point>",13017,8
1,SNOWBOUND CLUB INC,"<Point><coordinates>-72.072285,42.555059</coordinates></Point>",69582,8
1,SNOWMOBILE ASSOCIATION OF MASSACHUSETTS INC,"<Point><coordinates>-72.69953,42.50981</coordinates></Point>",527246,4
1,SNOWMOBILERS UNITED INCORPORATED,"<Point><coordinates>-71.759276,42.308889</coordinates></Point>",0,11
1,SNUG HARBOR COMMUNITY CHORUS INC,"<Point><coordinates>-70.701357,41.970474</coordinates></Point>",0,39
1,SO WE RUN INC,"<Point><coordinates>-70.875273,42.547325</coordinates></Point>",0,21
1,SOC OF ST VINCENT DEPAUL TAUNTON DISTRICT INC,"<Point><coordinates>-71.091851,41.908493</coordinates></Point>",459479,36
1,SOCCER FOR KIDS SAKE INC,"<Point><coordinates>-71.30469,42.000442</coordinates></Point>",271768,17
1,SOCCER UNION OF THE NORTH SHORE INC,"<Point><coordinates>-71.021665,42.465114</coordinates></Point>",218632,22
1,SOCCER1 INC,"<Point><coordinates>-71.533196,42.156195</coordinates></Point>",0,12
1,SOCIAL AND ENVIRONMENTAL RESEARCH,"<Point><coordinates>-72.601455,42.588071</coordinates></Point>",156476,6
1,SOCIAL CAPITAL INC,"<Point><coordinates>-71.143723,42.510224</coordinates></Point>",616111,24
1,SOCIAL CATALYSTS CHARITABLE FOUNDATION INC,"<Point><coordinates>-71.487817,42.433834</coordinates></Point>",19852,14
1,SOCIAL CLUB OF PAWTUCKETVILLE LOWELL MASSACHUSETTS,"<Point><coordinates>-71.32807,42.65456</coordinates></Point>",NA,13
1,SOCIAL FINANCE INC,"<Point><coordinates>-71.051788,42.35967</coordinates></Point>",4052326,27
1,SOCIAL SCIENCE RESEARCH AND EVALUATION INC,"<Point><coordinates>-71.269573,42.4381</coordinates></Point>",1226389,16
1,SOCIAL SERVICE LEAGUE OF COHASSET INC,"<Point><coordinates>-70.842545,42.258434</coordinates></Point>",849364,34
1,SOCIAL SERVICES NETWORK INC,"<Point><coordinates>-71.019927,42.078664</coordinates></Point>",0,35
1,SOCIAL VENTURE PARTNERS BOSTON,"<Point><coordinates>-71.061042,42.377514</coordinates></Point>",NA,26
1,SOCIEDAD LATINA INC,"<Point><coordinates>-71.100038,42.33248</coordinates></Point>",2081287,2
1,SOCIETA DI SAN GIUSEPPE,"<Point><coordinates>-71.052581,42.366704</coordinates></Point>",2612135,27
1,SOCIETY FOR CHINESE INSTRUMENTALMUSIC INC,"<Point><coordinates>-71.082492,42.416786</coordinates></Point>",0,23
1,SOCIETY FOR CLASSICAL REFORM JUDAISM INC,"<Point><coordinates>-71.071577,42.352575</coordinates></Point>",502124,28
1,SOCIETY FOR CLINICAL & EXPERIMENTAL HYPNOSIS,"<Point><coordinates>-71.533229,42.296842</coordinates></Point>",174245,14
1,SOCIETY FOR CLINICAL VASCULAR SURGERY,"<Point><coordinates>-70.839278,42.588133</coordinates></Point>",759287,21
1,SOCIETY FOR DESIGN ADMINISTRATION BOSTON CHAPTER,"<Point><coordinates>-70.90565,42.526703</coordinates></Point>",0,21
1,SOCIETY FOR DISADVANTAGED ASIAN CHILDREN INC,"<Point><coordinates>-71.298424,42.290601</coordinates></Point>",0,17
1,SOCIETY FOR HISTORICALLY INFORMED PERFORMANCE INC,"<Point><coordinates>-71.122553,42.39593</coordinates></Point>",0,25
1,SOCIETY FOR HUMAN ADVANCEMENT THROUGH REHAB ENGINEERING FDN INC,"<Point><coordinates>-71.005246,41.63447</coordinates></Point>",129574,38
1,SOCIETY FOR INFORMATION DISPLAY,"<Point><coordinates>-71.865312,42.080386</coordinates></Point>",NA,12
1,SOCIETY FOR ISLAMIC BROTHERHOOD INC,"<Point><coordinates>-71.083332,42.332907</coordinates></Point>",NA,2
1,SOCIETY FOR MAITREYA THEOSOPHY,"<Point><coordinates>-71.057744,42.353556</coordinates></Point>",NA,27
1,SOCIETY FOR MANAGEMENT INFORMATION SYSTEMS,"<Point><coordinates>-71.603197,42.175591</coordinates></Point>",255852,11
1,SOCIETY FOR MARKETING PROFESSIONAL SERVICES,"<Point><coordinates>-71.056113,42.354125</coordinates></Point>",113388,27
1,SOCIETY FOR NEUROSCIENCE,"<Point><coordinates>-71.089692,42.339929</coordinates></Point>",0,28
1,SOCIETY FOR ORGANIZATIONAL LEARNING INC,"<Point><coordinates>-71.084814,42.36284</coordinates></Point>",4238034,26
1,SOCIETY FOR PARTICIPATORY MEDICINE,"<Point><coordinates>-70.873196,42.80965</coordinates></Point>",73516,19
1,SOCIETY FOR PEDIATRIC UROLOGY,"<Point><coordinates>-70.839278,42.588133</coordinates></Point>",NA,21
1,SOCIETY FOR PERIOPERATIVE ASSESSMENT AND QUALITY IMPROVEMENT,"<Point><coordinates>-71.176996,42.338886</coordinates></Point>",0,29
1,SOCIETY FOR PRESERVATION & ENCOURMT OF BARBERSHOP QUARTET SINGING AMER,"<Point><coordinates>-71.528279,42.128554</coordinates></Point>",0,12
1,SOCIETY FOR PRESERVATION & ENCOURMT OF BARBERSHOP QUARTET SINGING AMER,"<Point><coordinates>-72.658873,42.327276</coordinates></Point>",0,6
1,SOCIETY FOR PRESERVATION & ENCOURMT OF BARBERSHOP QUARTET SINGING AMER,"<Point><coordinates>-70.89,42.241796</coordinates></Point>",0,34
1,SOCIETY FOR PRESERVATION & ENCOURMT OF BARBERSHOP QUARTET SINGING AMER,"<Point><coordinates>-70.756502,41.685869</coordinates></Point>",0,36
1,SOCIETY FOR PRESERVATION & ENCOURMT OF BARBERSHOP QUARTET SINGING AMER,"<Point><coordinates>-70.886792,42.476344</coordinates></Point>",0,22
1,SOCIETY FOR PRESERVATION & ENCOURMT OF BARBERSHOP QUARTET SINGING AMER,"<Point><coordinates>-69.980411,41.807484</coordinates></Point>",0,40
1,SOCIETY FOR PRESERVATION & ENCOURMT OF BARBERSHOP QUARTET SINGING AMER,"<Point><coordinates>-71.31298,42.639792</coordinates></Point>",0,13
1,SOCIETY FOR PRESERVATION & ENCOURMT OF BARBERSHOP QUARTET SINGING AMER,"<Point><coordinates>-72.49874,42.062009</coordinates></Point>",70324,7
1,SOCIETY FOR PRESERVATION & ENCOURMT OF BARBERSHOP QUARTET SINGING AMER,"<Point><coordinates>-71.407974,42.311192</coordinates></Point>",0,15
1,SOCIETY FOR PRESERVATION & ENCOURMT OF BARBERSHOP QUARTET SINGING AMER,"<Point><coordinates>-71.142686,42.403385</coordinates></Point>",0,24
1,SOCIETY FOR PRESERVATION & ENCRGMNT OF BARBERSHOP QUARTET SINGING AMER,"<Point><coordinates>-71.360768,42.373683</coordinates></Point>",0,17
1,SOCIETY FOR PROGRESS AND INNOVATION FOR THE NEAR EAST INC,"<Point><coordinates>-71.176249,42.63148</coordinates></Point>",234169,18
1,SOCIETY FOR PROMOTING THEOLOGICAL EDUCATION,"<Point><coordinates>-71.051706,42.35961</coordinates></Point>",419737,27
1,SOCIETY FOR PROPAGATING THE GOSPEL AMONG INDIANS & OTHERS IN N A,"<Point><coordinates>-71.056292,42.356874</coordinates></Point>",134987,27
1,SOCIETY FOR QUANTITATIVE ANALYSES OF BEHAVIOR INC,"<Point><coordinates>-70.89681,42.498539</coordinates></Point>",16032,21
1,SOCIETY FOR SMALL MOLECULE SCIENCE INC,"<Point><coordinates>-71.242232,41.871124</coordinates></Point>",103313,31
1,SOCIETY FOR SURGERY OF THE ALIMENTARY TRACT,"<Point><coordinates>-70.839278,42.588133</coordinates></Point>",1832216,21
1,SOCIETY FOR TECHNICAL COMMUNICATION,"<Point><coordinates>-71.23912,42.37618</coordinates></Point>",0,16
1,SOCIETY FOR TERRORISM RESEARCH,"<Point><coordinates>-71.183298,42.334146</coordinates></Point>",0,29
1,SOCIETY FOR THE ADVANCEMENT OF SIERRA LEONEAN AMERICANS IN MASSAC,"<Point><coordinates>-71.385178,42.080313</coordinates></Point>",0,17
1,SOCIETY FOR THE DEVELOPMENT OF ARTS AND HUMANITIES OF GREATER NEWBURYP,"<Point><coordinates>-70.868819,42.811746</coordinates></Point>",552354,19
1,SOCIETY FOR THE ENCOURAGEMENT OF THE ARTS,"<Point><coordinates>-70.879123,42.635443</coordinates></Point>",34543,20
1,SOCIETY FOR THE HISTORY OF AUTHORSHIP READING & PUBLISHING IN,"<Point><coordinates>-72.519842,42.37319</coordinates></Point>",58768,6
1,SOCIETY FOR THE LATIN MASS INC,"<Point><coordinates>-71.157506,42.256967</coordinates></Point>",NA,30
1,SOCIETY FOR THE PRESERVATION OF NEW ENGLAND ANTIQUITIES INC,"<Point><coordinates>-71.063998,42.361159</coordinates></Point>",88217668,27
1,SOCIETY FOR THE PRESERVATION OF PIPE ORGANS INC,"<Point><coordinates>-71.074401,42.354022</coordinates></Point>",NA,28
1,SOCIETY FOR THE RELIEF OF AGED OR DISABLED EPISCOPAL CLERGYMEN,"<Point><coordinates>-71.062231,42.356178</coordinates></Point>",NA,27
1,SOCIETY FOR THE RELIEF OF THE WIDOWS & ORPHANS OF CLERGYMEN OF T,"<Point><coordinates>-71.062231,42.356178</coordinates></Point>",NA,27
1,SOCIETY FOR THE STUDY OF EMERGING ADULTHOOD INC,"<Point><coordinates>-71.818408,42.270486</coordinates></Point>",NA,10
1,SOCIETY FOR VASCULAR NURSING INC,"<Point><coordinates>-70.839278,42.588133</coordinates></Point>",198528,21
1,SOCIETY IN DEDHAM FOR APPREHENDING HORSE THIEVES,"<Point><coordinates>-71.08923,42.180048</coordinates></Point>",0,32
1,SOCIETY OF AMERICAN MILITARY ENGINEERS,"<Point><coordinates>-71.374193,42.138975</coordinates></Point>",152819,17
1,SOCIETY OF ARTS AND CRAFTS,"<Point><coordinates>-71.078793,42.350579</coordinates></Point>",893915,28
1,SOCIETY OF ARTS FOR SENIORS,"<Point><coordinates>-71.257831,42.076766</coordinates></Point>",52,31
1,SOCIETY OF COLONIAL WARS IN THE COMMONWEALTH OF MASSACHUSETTS,"<Point><coordinates>-71.06196,42.356605</coordinates></Point>",137366,27
1,SOCIETY OF CONCURRENT PRODUCT DEVELOPMENT INC,"<Point><coordinates>-71.08923,42.180048</coordinates></Point>",7127,32
1,SOCIETY OF ELDER FAITHS,"<Point><coordinates>-71.102934,42.347593</coordinates></Point>",NA,28
1,SOCIETY OF FBI ALUMNI,"<Point><coordinates>-70.769923,42.114545</coordinates></Point>",0,34
1,SOCIETY OF FIRE PROTECTION ENGINEERS,"<Point><coordinates>-71.440409,42.320169</coordinates></Point>",151197,15
1,SOCIETY OF FORMER SPECIAL AGENTS OF THE FBI INC,"<Point><coordinates>-71.015414,42.440549</coordinates></Point>",0,27
1,SOCIETY OF FRIENDS,"<Point><coordinates>-71.159667,42.714774</coordinates></Point>",NA,18
1,SOCIETY OF GASTROENTEROLOGY NURSES AND ASSOCIATES INC,"<Point><coordinates>-71.060803,42.623085</coordinates></Point>",NA,20
1,SOCIETY OF GENERAL PHYSIOLOGISTS,"<Point><coordinates>-70.634981,41.549244</coordinates></Point>",1066003,39
1,SOCIETY OF GENTLEMEN GOLFERS OVER 70 TO BE KNOWN AS THE 3 SCORE &,"<Point><coordinates>-70.41614,41.65622</coordinates></Point>",67052,40
1,SOCIETY OF GOVERNMENT MEETING PROFESSIONALS INC,"<Point><coordinates>-71.068646,42.363175</coordinates></Point>",0,26
1,SOCIETY OF MANUFACTURING ENGINEERS,"<Point><coordinates>-71.652669,42.335883</coordinates></Point>",0,10
1,SOCIETY OF MANUFACTURING ENGINEERS,"<Point><coordinates>-72.746286,42.100529</coordinates></Point>",0,5
1,SOCIETY OF MANUFACTURING ENGINEERS,"<Point><coordinates>-71.855706,42.219009</coordinates></Point>",0,11
1,SOCIETY OF MINIATURE SHIP COLLECTORS,"<Point><coordinates>-71.148912,42.448181</coordinates></Point>",0,25
1,SOCIETY OF PHI ZETA,"<Point><coordinates>-71.682944,42.246837</coordinates></Point>",0,11
1,SOCIETY OF PHI ZETA NATIONAL HEADQUARTERS,"<Point><coordinates>-71.682944,42.246837</coordinates></Point>",0,11
1,SOCIETY OF PLASTICS ENGINEERS,"<Point><coordinates>-71.324652,42.652077</coordinates></Point>",0,13
1,SOCIETY OF PLASTICS ENGINEERS,"<Point><coordinates>-71.771239,42.558323</coordinates></Point>",0,9
1,SOCIETY OF PRINTERS,"<Point><coordinates>-71.106103,42.306974</coordinates></Point>",0,2
1,SOCIETY OF PROFESSIONAL COMMUNICATORS SPC INC,"<Point><coordinates>-71.794465,42.311834</coordinates></Point>",0,10
1,SOCIETY OF PROFESSIONAL JOURNALISTS,"<Point><coordinates>-71.47155,42.543222</coordinates></Point>",0,14
1,SOCIETY OF RADIOLOGIC PHYSICIAN EXTENDERS FOUNDATION,"<Point><coordinates>-71.642795,42.305297</coordinates></Point>",NA,14
1,SOCIETY OF SAINT PIUS X BOSTON MASSACHUSETTS,"<Point><coordinates>-71.469705,42.428219</coordinates></Point>",NA,14
1,SOCIETY OF SAINT VINCENT DE PAUL IN THE ARCHDIOCESE OF BOSTON,"<Point><coordinates>-71.104784,42.124648</coordinates></Point>",NA,32
1,SOCIETY OF SAINT VINCENT DE PAUL IN THE ARCHDIOCESE OF BOSTON,"<Point><coordinates>-71.104784,42.124648</coordinates></Point>",NA,32
1,SOCIETY OF SAINT VINCENT DE PAUL IN THE ARCHDIOCESE OF BOSTON,"<Point><coordinates>-71.104784,42.124648</coordinates></Point>",NA,32
1,SOCIETY OF SAINT VINCENT DE PAUL IN THE ARCHDIOCESE OF BOSTON,"<Point><coordinates>-71.104784,42.124648</coordinates></Point>",NA,32
1,SOCIETY OF SAINT VINCENT DE PAUL IN THE ARCHDIOCESE OF BOSTON,"<Point><coordinates>-70.729297,41.992966</coordinates></Point>",NA,39
1,SOCIETY OF SAINT VINCENT DE PAUL IN THE ARCHDIOCESE OF BOSTON,"<Point><coordinates>-70.800526,42.100732</coordinates></Point>",NA,39
1,SOCIETY OF SAINT VINCENT DE PAUL IN THE ARCHDIOCESE OF BOSTON,"<Point><coordinates>-70.843432,42.010295</coordinates></Point>",NA,35
1,SOCIETY OF SAINT VINCENT DE PAUL IN THE ARCHDIOCESE OF BOSTON,"<Point><coordinates>-70.914035,41.893629</coordinates></Point>",NA,36
1,SOCIETY OF SAINT VINCENT DE PAUL IN THE ARCHDIOCESE OF BOSTON,"<Point><coordinates>-70.996801,42.224709</coordinates></Point>",NA,32
1,SOCIETY OF SAINT VINCENT DE PAUL IN THE ARCHDIOCESE OF BOSTON,"<Point><coordinates>-71.0051,42.203669</coordinates></Point>",NA,33
1,SOCIETY OF SAINT VINCENT DE PAUL IN THE ARCHDIOCESE OF BOSTON,"<Point><coordinates>-70.890335,42.242318</coordinates></Point>",NA,34
1,SOCIETY OF SAINT VINCENT DE PAUL IN THE ARCHDIOCESE OF BOSTON,"<Point><coordinates>-70.883381,42.185663</coordinates></Point>",NA,34
1,SOCIETY OF SAINT VINCENT DE PAUL IN THE ARCHDIOCESE OF BOSTON,"<Point><coordinates>-70.740256,42.131321</coordinates></Point>",NA,34
1,SOCIETY OF SAINT VINCENT DE PAUL IN THE ARCHDIOCESE OF BOSTON,"<Point><coordinates>-70.860017,42.160481</coordinates></Point>",NA,34
1,SOCIETY OF SAINT VINCENT DE PAUL IN THE ARCHDIOCESE OF BOSTON,"<Point><coordinates>-70.726069,42.192205</coordinates></Point>",NA,34
1,SOCIETY OF SAINT VINCENT DE PAUL IN THE ARCHDIOCESE OF BOSTON,"<Point><coordinates>-70.946084,42.178676</coordinates></Point>",NA,34
1,SOCIETY OF SAINT VINCENT DE PAUL IN THE ARCHDIOCESE OF BOSTON,"<Point><coordinates>-71.26772,42.557134</coordinates></Point>",NA,24
1,SOCIETY OF SAINT VINCENT DE PAUL IN THE ARCHDIOCESE OF BOSTON,"<Point><coordinates>-71.504336,42.539256</coordinates></Point>",NA,14
1,SOCIETY OF SAINT VINCENT DE PAUL IN THE ARCHDIOCESE OF BOSTON,"<Point><coordinates>-71.223212,42.602975</coordinates></Point>",NA,18
1,SOCIETY OF SAINT VINCENT DE PAUL IN THE ARCHDIOCESE OF BOSTON,"<Point><coordinates>-71.476273,42.591012</coordinates></Point>",NA,13
1,SOCIETY OF SAINT VINCENT DE PAUL IN THE ARCHDIOCESE OF BOSTON,"<Point><coordinates>-70.949251,42.478832</coordinates></Point>",NA,22
1,SOCIETY OF SAINT VINCENT DE PAUL IN THE ARCHDIOCESE OF BOSTON,"<Point><coordinates>-71.012627,42.465461</coordinates></Point>",NA,22
1,SOCIETY OF SAINT VINCENT DE PAUL IN THE ARCHDIOCESE OF BOSTON,"<Point><coordinates>-71.004939,42.514991</coordinates></Point>",NA,22
1,SOCIETY OF SAINT VINCENT DE PAUL IN THE ARCHDIOCESE OF BOSTON,"<Point><coordinates>-71.114676,42.402411</coordinates></Point>",NA,25
1,SOCIETY OF SAINT VINCENT DE PAUL IN THE ARCHDIOCESE OF BOSTON,"<Point><coordinates>-71.10745,42.386996</coordinates></Point>",NA,25
1,SOCIETY OF SAINT VINCENT DE PAUL IN THE ARCHDIOCESE OF BOSTON,"<Point><coordinates>-71.463671,42.257394</coordinates></Point>",NA,15
1,SOCIETY OF SAINT VINCENT DE PAUL IN THE ARCHDIOCESE OF BOSTON,"<Point><coordinates>-71.415768,42.280752</coordinates></Point>",NA,15
1,SOCIETY OF SAINT VINCENT DE PAUL IN THE ARCHDIOCESE OF BOSTON,"<Point><coordinates>-71.416178,42.373017</coordinates></Point>",NA,16
1,SOCIETY OF SAINT VINCENT DE PAUL IN THE ARCHDIOCESE OF BOSTON,"<Point><coordinates>-71.394944,42.32165</coordinates></Point>",NA,15
1,SOCIETY OF SAINT VINCENT DE PAUL IN THE ARCHDIOCESE OF BOSTON,"<Point><coordinates>-70.927022,42.218361</coordinates></Point>",NA,34
1,SOCIETY OF SAINT VINCENT DE PAUL IN THE ARCHDIOCESE OF BOSTON,"<Point><coordinates>-70.929608,42.197037</coordinates></Point>",NA,34
1,SOCIETY OF SAINT VINCENT DE PAUL IN THE ARCHDIOCESE OF BOSTON,"<Point><coordinates>-71.51077,42.436888</coordinates></Point>",NA,14
1,SOCIETY OF SAINT VINCENT DE PAUL IN THE ARCHDIOCESE OF BOSTON,"<Point><coordinates>-71.215473,42.376318</coordinates></Point>",NA,16
1,SOCIETY OF SAINT VINCENT DE PAUL IN THE ARCHDIOCESE OF BOSTON,"<Point><coordinates>-71.23569,42.370002</coordinates></Point>",NA,16
1,SOCIETY OF SAINT VINCENT DE PAUL IN THE ARCHDIOCESE OF BOSTON,"<Point><coordinates>-71.229387,42.40948</coordinates></Point>",NA,16
1,SOCIETY OF SAINT VINCENT DE PAUL IN THE ARCHDIOCESE OF BOSTON,"<Point><coordinates>-71.17511,42.391867</coordinates></Point>",NA,28
1,SOCIETY OF SAINT VINCENT DE PAUL IN THE ARCHDIOCESE OF BOSTON,"<Point><coordinates>-71.462116,42.487539</coordinates></Point>",NA,14
1,SOCIETY OF SAINT VINCENT DE PAUL IN THE ARCHDIOCESE OF BOSTON,"<Point><coordinates>-71.23544,42.449486</coordinates></Point>",NA,24
