tblname,name,poly,incomeShared,senateIdShared
1,COMMUNITY RESOURCES FOR JUSTICE INC,"<Point><coordinates>-71.066352,42.341896</coordinates></Point>",34204720,2
1,COMMUNITY RESOURCES INFORMATION INC,"<Point><coordinates>-71.357837,42.301485</coordinates></Point>",119306,15
1,COMMUNITY RESOURCES NETWORK INC,"<Point><coordinates>-70.695991,41.761187</coordinates></Point>",47642,36
1,COMMUNITY RESOURCES TECHNOLOGY INC,"<Point><coordinates>-71.224986,42.44657</coordinates></Point>",0,24
1,COMMUNITY REVIVAL OUT REACH MINISTRIES INC,"<Point><coordinates>-71.08524,42.333991</coordinates></Point>",NA,2
1,COMMUNITY ROWING INC,"<Point><coordinates>-71.161898,42.358005</coordinates></Point>",2960044,28
1,COMMUNITY RUNNING ASSOCIATION INC,"<Point><coordinates>-71.100223,42.312028</coordinates></Point>",0,2
1,COMMUNITY SCHOOL ASSOCIATION INC,"<Point><coordinates>-71.36978,42.23899</coordinates></Point>",54681,17
1,COMMUNITY SCHOOL ASSOCIATION OF MEDFIELD INC,"<Point><coordinates>-71.289029,42.158079</coordinates></Point>",1120945,31
1,COMMUNITY SCHOOL INC,"<Point><coordinates>-71.459405,42.446396</coordinates></Point>",90898,14
1,COMMUNITY SCHOOL PTO,"<Point><coordinates>-71.333003,41.980749</coordinates></Point>",0,17
1,COMMUNITY SERVICE AGENCY INC,"<Point><coordinates>-71.186915,42.73184</coordinates></Point>",0,19
1,COMMUNITY SERVICE CARE INC,"<Point><coordinates>-71.111892,42.3217</coordinates></Point>",735516,2
1,COMMUNITY SERVICE EMERGENCY REHAB LTD,"<Point><coordinates>-70.970635,42.515026</coordinates></Point>",23783,21
1,COMMUNITY SERVICE INC,"<Point><coordinates>-70.880257,42.246584</coordinates></Point>",0,34
1,COMMUNITY SERVICE NETWORK INC,"<Point><coordinates>-71.091939,42.493828</coordinates></Point>",48397253,23
1,COMMUNITY SERVICE OF HAMILTON & WENHAM INC,"<Point><coordinates>-70.877203,42.613868</coordinates></Point>",401544,20
1,COMMUNITY SERVICE OF NEWBURYPORT INC,"<Point><coordinates>-70.873196,42.80965</coordinates></Point>",74165,19
1,COMMUNITY SERVINGS INC,"<Point><coordinates>-71.101954,42.317794</coordinates></Point>",4744423,2
1,COMMUNITY SHAPE UP INC,"<Point><coordinates>-71.315614,42.47815</coordinates></Point>",NA,16
1,COMMUNITY SOFTWARE LAB INC,"<Point><coordinates>-71.459405,42.446396</coordinates></Point>",0,14
1,COMMUNITY SOLAR GREENHOUSE OF MARTHAS VINEYARD INC,"<Point><coordinates>-70.56197,41.45428</coordinates></Point>",0,40
1,COMMUNITY SUPPORT SERVICES INC,"<Point><coordinates>-71.090589,41.897705</coordinates></Point>",NA,36
1,COMMUNITY SYSTEMS INC,"<Point><coordinates>-70.5093,41.675328</coordinates></Point>",14736263,39
1,COMMUNITY TAX AID OF BOSTON INC,"<Point><coordinates>-71.404184,42.451549</coordinates></Point>",0,16
1,COMMUNITY TEAMWORK INC 1,"<Point><coordinates>-71.313382,42.645196</coordinates></Point>",79742965,13
1,COMMUNITY THEATER COMPANY OF ANDOVER INC,"<Point><coordinates>-71.078762,42.768661</coordinates></Point>",174926,19
1,COMMUNITY THERAPEUTIC DAY SCHOOL INC,"<Point><coordinates>-71.251386,42.419604</coordinates></Point>",3447578,16
1,COMMUNITY TRAINING AND ASSISTANCE CENTER INC,"<Point><coordinates>-71.061572,42.356068</coordinates></Point>",4978518,27
1,COMMUNITY TRANSIT SERVICES INC,"<Point><coordinates>-72.231121,42.592209</coordinates></Point>",788752,8
1,COMMUNITY TRUST INC,"<Point><coordinates>-72.661121,42.260333</coordinates></Point>",0,5
1,COMMUNITY UNITED WAY OF PIONEER VALLEY INC,"<Point><coordinates>-72.590827,42.102862</coordinates></Point>",5515047,3
1,COMMUNITY VISIONS INC,"<Point><coordinates>-70.243218,41.650824</coordinates></Point>",18556,40
1,COMMUNITY VISITING NURSE AGENCY INC,"<Point><coordinates>-71.281224,41.944704</coordinates></Point>",8145223,31
1,COMMUNITY VOICES IN MEDICAL ETHICS,"<Point><coordinates>-70.889275,42.710309</coordinates></Point>",NA,20
1,COMMUNITY WATER SOLUTIONS,"<Point><coordinates>-71.2847,42.185629</coordinates></Point>",207950,31
1,COMMUNITY WORKS INC,"<Point><coordinates>-71.06235,42.354723</coordinates></Point>",307199,27
1,COMMUNITY WORKSHOPS INC,"<Point><coordinates>-71.061323,42.363951</coordinates></Point>",3998792,27
1,COMMUNITY YOUNG MENS CHRISTIAN ASSOC OF DANVERS MA INC,"<Point><coordinates>-70.943972,42.566897</coordinates></Point>",2049863,21
1,COMMUNITYWIDE CHARITIESINCORPORATED,"<Point><coordinates>-71.088265,42.3721</coordinates></Point>",0,26
1,COMPACT OF CAPE COD CONSERVATION TRUSTS INC,"<Point><coordinates>-70.303537,41.704506</coordinates></Point>",476359,40
1,COMPANION ANIMAL PROGRAM INC,"<Point><coordinates>-70.579938,41.583044</coordinates></Point>",0,39
1,COMPANION ANIMAL PROTECTION SOCIETY,"<Point><coordinates>-70.853593,42.253394</coordinates></Point>",191900,34
1,COMPANION ANIMALS IN RETIREMENT INC,"<Point><coordinates>-71.36978,42.23899</coordinates></Point>",0,17
1,COMPANIONS IN FAITH ACCOMPANIMENT & RESOURCES INC,"<Point><coordinates>-71.278587,42.308307</coordinates></Point>",NA,29
1,COMPANY ONE INC,"<Point><coordinates>-71.070625,42.344502</coordinates></Point>",314900,2
1,COMPANY THEATRE INC,"<Point><coordinates>-70.889238,42.167284</coordinates></Point>",1225982,33
1,COMPARATIVE RESPIRATORY SOCIETY,"<Point><coordinates>-71.708485,42.23123</coordinates></Point>",0,11
1,COMPASS COMMUNITY CHURCH,"<Point><coordinates>-71.189535,42.354758</coordinates></Point>",NA,29
1,COMPASS FOR KIDS INC,"<Point><coordinates>-71.235089,42.45183</coordinates></Point>",693688,16
1,COMPASS POINT MINISTRIES INC,"<Point><coordinates>-70.965736,42.124801</coordinates></Point>",109061,33
1,COMPASS WORKING CAPITAL INC,"<Point><coordinates>-71.074512,42.278034</coordinates></Point>",365809,1
1,COMPASSION & CHOICES,"<Point><coordinates>-71.112961,42.33813</coordinates></Point>",0,29
1,COMPASSION PREGNANCY CENTER OF WORCESTER INC,"<Point><coordinates>-71.801971,42.293316</coordinates></Point>",211887,10
1,COMPASSIONATE CARE ALS INC,"<Point><coordinates>-70.638189,41.603946</coordinates></Point>",1119220,39
1,COMPASSIONATE INTERNATIONAL FELLOWSHIP INC,"<Point><coordinates>-71.09525,42.426268</coordinates></Point>",NA,25
1,COMPLEX SYSTEMS OPTIMIZATIONLABORATORY INC,"<Point><coordinates>-72.63599,42.369562</coordinates></Point>",78307,6
1,COMPOSERS CONFERENCE & CHAMBER,"<Point><coordinates>-71.36145,42.3626</coordinates></Point>",207026,17
1,COMPREHENSIVE GRAMMAR SCHOOL PARENT-TEACHER ORGANIZATION INCORP,"<Point><coordinates>-71.172144,42.747947</coordinates></Point>",59960,19
1,COMPREHENSIVE HEALTH INSTITUTE INC,"<Point><coordinates>-71.245194,42.350782</coordinates></Point>",1,29
1,COMPREHENSIVE MENTAL HEALTH SYSTEMS,"<Point><coordinates>-70.985471,41.639356</coordinates></Point>",6680960,38
1,COMPREHENSIVE SOCIAL SERVICES OF ATTLEBORO INC,"<Point><coordinates>-71.362,41.908433</coordinates></Point>",0,17
1,COMPROMISE QUINBY TAYLOR EDUCATION FOUNDATION,"<Point><coordinates>-71.056133,42.354042</coordinates></Point>",143247,27
1,COMPUTERS ACROSS BORDERS INC,"<Point><coordinates>-71.176595,42.347242</coordinates></Point>",0,29
1,CON EDISON POSTRETIREMENT LIFE INS VEBA TR FOR MANAGEMENT EMPLOYEES,"<Point><coordinates>-70.919635,42.338947</coordinates></Point>",8728849,1
1,CONANT COMMUNITY HEALTH CENTERCORPORATION,"<Point><coordinates>-70.98202,42.003125</coordinates></Point>",287898,36
1,CONANT FAMILY FOUNDATION,"<Point><coordinates>-71.054511,42.354394</coordinates></Point>",1,27
1,CONCERNED BLACK MEN OF MASSACHUSETTS INC,"<Point><coordinates>-71.083308,42.325958</coordinates></Point>",42202,2
1,CONCERNED CITIZENS FOR ANIMALS INC,"<Point><coordinates>-72.543434,42.094938</coordinates></Point>",0,7
1,CONCERNED CITIZENS FOR SPRINGFIELD INC,"<Point><coordinates>-72.572124,42.085792</coordinates></Point>",331114,3
1,CONCERNED CITIZENS FOR THE APPROPRIATE PLACEMENT OF TELECOMMU,"<Point><coordinates>-71.395339,42.458427</coordinates></Point>",0,16
1,CONCERNED CITIZENS OF FRANKLIN COUNTY,"<Point><coordinates>-72.624164,42.522178</coordinates></Point>",913,6
1,CONCERNED UNITED BIRTHPARENTS INC,"<Point><coordinates>-71.459405,42.446396</coordinates></Point>",0,14
1,CONCERNS OF POLICE SURVIVORS,"<Point><coordinates>-71.096552,42.380985</coordinates></Point>",107177,25
1,CONCERT FOR HOPE INC,"<Point><coordinates>-71.178969,42.319938</coordinates></Point>",3400,29
1,CONCERT OPERA BOSTON INC,"<Point><coordinates>-71.278454,42.350348</coordinates></Point>",6854,16
1,CONCERT PRODUCTIONS INC,"<Point><coordinates>-71.035096,42.220174</coordinates></Point>",66,32
1,CONCERTS AT THE POINT INC,"<Point><coordinates>-71.07449,41.52233</coordinates></Point>",41272,37
1,CONCILIO APOSTOLICO CRISTO ESTA VIVO,"<Point><coordinates>-71.081576,42.322912</coordinates></Point>",NA,2
1,CONCILIO DE IGLESIAS CRISTIANAS ABRIENDO CAMINOS INC,"<Point><coordinates>-70.926326,41.656068</coordinates></Point>",NA,38
1,CONCILIO DE IGLESIAS DE AVIVAMIENTO OASIS DE BENDICION INC,"<Point><coordinates>-72.534634,42.114006</coordinates></Point>",NA,7
1,CONCILIO DE IGLESIAS DE CRISTO MISIOMERA INC MI,"<Point><coordinates>-71.10211,42.322874</coordinates></Point>",NA,2
1,CONCILIO DE IGLESIAS DE CRISTO MISIONERAS INC,"<Point><coordinates>-71.122323,42.24438</coordinates></Point>",NA,30
1,CONCILIO HISPANO DE CAMBRIDGE INC,"<Point><coordinates>-71.096628,42.364247</coordinates></Point>",595505,26
1,CONCORD ACADEMY,"<Point><coordinates>-71.354826,42.458971</coordinates></Point>",40714158,16
1,CONCORD ANTIQUARIAN SOCIETY,"<Point><coordinates>-71.342286,42.457885</coordinates></Point>",7259327,16
1,CONCORD AREA EMERGENCY SERVICES STRESS MANAGEMENT PROGRAM,"<Point><coordinates>-71.3495,42.52926</coordinates></Point>",0,16
1,CONCORD AREA MUSIC SCHOOL ASSOCIATION INC,"<Point><coordinates>-71.683806,42.410414</coordinates></Point>",0,10
1,CONCORD AREA SPECIAL EDUCATION COLLABORATIVE,"<Point><coordinates>-71.324475,42.465327</coordinates></Point>",NA,16
1,CONCORD ART ASSOCIATION,"<Point><coordinates>-71.34713,42.459474</coordinates></Point>",1024649,16
1,CONCORD BABTIST CHURCH,"<Point><coordinates>-71.09746,42.25918</coordinates></Point>",NA,32
1,CONCORD BAND ASSOCIATION,"<Point><coordinates>-71.395339,42.458427</coordinates></Point>",0,16
1,CONCORD CARLISLE GIRLS HOCKEY CLUB,"<Point><coordinates>-71.404545,42.435205</coordinates></Point>",7800,16
1,CONCORD CARLISLE HIGH SCHOOL PARENTS ASSOC INC,"<Point><coordinates>-71.342308,42.447532</coordinates></Point>",51611,16
1,CONCORD CARLISLE HUMAN RIGHTS COUNCIL INC,"<Point><coordinates>-71.395339,42.458427</coordinates></Point>",0,16
1,CONCORD CARLISLE VOLLEYBALL INC,"<Point><coordinates>-71.377432,42.466415</coordinates></Point>",0,16
1,CONCORD CARLISLE YOUTH LACROSSE INC,"<Point><coordinates>-71.395339,42.458427</coordinates></Point>",117100,16
1,CONCORD CHAMBER MUSIC SOCIETY INC,"<Point><coordinates>-71.391875,42.51096</coordinates></Point>",87560,16
1,CONCORD CHAMBER OF COMMERCE,"<Point><coordinates>-71.350036,42.459509</coordinates></Point>",119636,16
1,CONCORD CHILDRENS CENTER INC,"<Point><coordinates>-71.394693,42.455051</coordinates></Point>",2268702,16
1,CONCORD CHORUS INC,"<Point><coordinates>-71.395339,42.458427</coordinates></Point>",64991,16
1,CONCORD CONSERVATORY OF MUSIC,"<Point><coordinates>-71.395339,42.458427</coordinates></Point>",8615,16
1,CONCORD CONSORTIUM INC,"<Point><coordinates>-71.358659,42.456883</coordinates></Point>",4734971,16
1,CONCORD COUNTRY CLUB,"<Point><coordinates>-71.378845,42.450359</coordinates></Point>",6728042,16
1,CONCORD EDUCATIONAL FUND INC,"<Point><coordinates>-71.395339,42.458427</coordinates></Point>",219033,16
1,CONCORD FREE PUBLIC LIBRARY,"<Point><coordinates>-71.353159,42.459119</coordinates></Point>",4269101,16
1,CONCORD FRIENDS OF THE AGING CORP,"<Point><coordinates>-71.395339,42.458427</coordinates></Point>",21800,16
1,CONCORD HOUSING DEVELOPMENT CORP,"<Point><coordinates>-71.351792,42.46063</coordinates></Point>",761057,16
1,CONCORD HOUSING FOUNDATION INC,"<Point><coordinates>-71.345335,42.450005</coordinates></Point>",23917,16
1,CONCORD HOUSING TRUST INC,"<Point><coordinates>-71.350048,42.459938</coordinates></Point>",234,16
1,CONCORD INDEPENDENT BATTERY INC,"<Point><coordinates>-71.395339,42.458427</coordinates></Point>",12977,16
1,CONCORD LAND CONSERVATION TRUST,"<Point><coordinates>-71.395339,42.458427</coordinates></Point>",297308,16
1,CONCORD MIDDLE SCHOOL PTG,"<Point><coordinates>-71.394789,42.44142</coordinates></Point>",73900,16
1,CONCORD MINUTE MEN INC,"<Point><coordinates>-71.395339,42.458427</coordinates></Point>",0,16
1,CONCORD OPEN LAND FOUNDATION INC,"<Point><coordinates>-71.352139,42.459387</coordinates></Point>",10,16
1,CONCORD ORCHESTRA INC,"<Point><coordinates>-71.395339,42.458427</coordinates></Point>",61774,16
1,CONCORD PADDLE TENNIS INC,"<Point><coordinates>-71.378845,42.450359</coordinates></Point>",0,16
1,CONCORD PIECEMAKERS,"<Point><coordinates>-71.395339,42.458427</coordinates></Point>",16039,16
1,CONCORD PLAYERS INC,"<Point><coordinates>-71.395339,42.458427</coordinates></Point>",149671,16
1,CONCORD POLICE ASSOCIATION,"<Point><coordinates>-71.395339,42.458427</coordinates></Point>",0,16
1,CONCORD PRISON OUTREACH INC,"<Point><coordinates>-71.395339,42.458427</coordinates></Point>",38390,16
1,CONCORD REVIEW,"<Point><coordinates>-71.395339,42.458427</coordinates></Point>",169732,16
1,CONCORD ROD & GUN CLUB INC,"<Point><coordinates>-71.395339,42.458427</coordinates></Point>",115131,16
1,CONCORD ROTARY CHARITABLE ENDOWMENT INC,"<Point><coordinates>-71.395815,42.456112</coordinates></Point>",42673,16
1,CONCORD SCOUT HOUSE INC,"<Point><coordinates>-71.395339,42.458427</coordinates></Point>",206693,16
1,CONCORD YOUTH SOCCER INC,"<Point><coordinates>-71.395339,42.458427</coordinates></Point>",389339,16
1,CONCORD YOUTH THEATRE INC,"<Point><coordinates>-71.395339,42.458427</coordinates></Point>",182057,16
1,CONCORD-CARLISLE COMMUNITY CHEST INC,"<Point><coordinates>-71.371381,42.245348</coordinates></Point>",1681497,17
1,CONCORD-CARLISLE PATRONS OF PERFORMING STUDENTS INC,"<Point><coordinates>-71.342308,42.447532</coordinates></Point>",23761,16
1,CONCORD-CARLISLE SCHOLARSHIP FUND,"<Point><coordinates>-71.349543,42.458919</coordinates></Point>",595761,16
1,CONCORD-CARLISLE YOUTH BASEBALL INC,"<Point><coordinates>-71.34542,42.526772</coordinates></Point>",147330,16
1,CONCORD-CARLISLE YOUTH HOCKEY INC,"<Point><coordinates>-71.402673,42.453733</coordinates></Point>",285182,16
1,CONCORDCONSERVESORG,"<Point><coordinates>-71.396701,42.457883</coordinates></Point>",0,16
1,CONCORDIA EVANGELICAL LUTHERAN CHURCH,"<Point><coordinates>-71.808915,42.246483</coordinates></Point>",NA,11
1,CONCORDS HOME FOR THE AGED,"<Point><coordinates>-71.347651,42.457623</coordinates></Point>",260280,16
1,CONEXION INC,"<Point><coordinates>-71.144703,42.366209</coordinates></Point>",0,28
1,CONFERENCE OF BOSTON TEACHING HOSPITALS INC,"<Point><coordinates>-71.062018,42.358309</coordinates></Point>",106301,27
1,CONFLICT DYNAMICS INTERNATIONAL INC,"<Point><coordinates>-71.130138,42.394024</coordinates></Point>",674202,25
1,CONFRATERNITY OF PENITENTS,"<Point><coordinates>-72.234259,42.254255</coordinates></Point>",NA,8
1,CONFRATERNITY OF PENITENTS,"<Point><coordinates>-71.394165,42.127366</coordinates></Point>",NA,15
1,CONFRERIE DE LA CHAINE DES ROTISSEURS CNE,"<Point><coordinates>-71.298934,42.321264</coordinates></Point>",0,16
1,CONFRERIE DE LA CHAINE DES ROTISSEURS LTD,"<Point><coordinates>-71.364083,41.95487</coordinates></Point>",0,17
1,CONGENITAL HEART SURGEONS SOCIETY,"<Point><coordinates>-70.839278,42.588133</coordinates></Point>",557525,21
1,CONGO MEDICAL RELIEF INC,"<Point><coordinates>-71.459405,42.446396</coordinates></Point>",0,14
1,CONGOLESE GENOCIDE AWARENESS,"<Point><coordinates>-71.036472,42.413046</coordinates></Point>",0,26
1,CONGOLESE WOMEN ASSOCIATION OF NEW ENGLAND,"<Point><coordinates>-71.063852,42.427762</coordinates></Point>",0,23
1,CONGREAGATION BETHELOHIM,"<Point><coordinates>-71.453674,42.458427</coordinates></Point>",NA,14
1,CONGREATION BETH CHAVERIM OF MILFORD INC,"<Point><coordinates>-71.424504,42.141764</coordinates></Point>",NA,15
1,CONGREATION SHOMER YISRAEL,"<Point><coordinates>-71.123742,42.497141</coordinates></Point>",NA,24
1,CONGREGACION CANDELERO DE DIOS,"<Point><coordinates>-70.972132,42.491917</coordinates></Point>",NA,22
1,CONGREGACION HERMANAS MISIONERAS DEL CORAZON DE JUSUS INC,"<Point><coordinates>-71.028905,42.397431</coordinates></Point>",NA,26
1,CONGREGACION LEON DE JUDA,"<Point><coordinates>-71.076104,42.334721</coordinates></Point>",NA,2
1,CONGREGACION MARANATHA INC,"<Point><coordinates>-71.62898,42.075656</coordinates></Point>",110762,12
1,CONGREGACION RENACER,"<Point><coordinates>-70.661664,42.612828</coordinates></Point>",NA,20
1,CONGREGATINAL CHURCH OF WINDSOR,"<Point><coordinates>-73.084205,42.510763</coordinates></Point>",NA,4
1,CONGREGATION ADATH ISRAEL TEMPLE ISRAEL,"<Point><coordinates>-71.109894,42.340295</coordinates></Point>",NA,28
1,CONGREGATION ADATH SHARON,"<Point><coordinates>-71.184785,42.105288</coordinates></Point>",NA,32
1,CONGREGATION AGUDAS ACHIM ANSHAI SFARD OF NEWTON,"<Point><coordinates>-71.20849,42.351824</coordinates></Point>",NA,29
1,CONGREGATION AGUDAS SHOLOM OF CHELSEA WALNUT ST SYNAGOGUE,"<Point><coordinates>-71.03283,42.39176</coordinates></Point>",NA,26
1,CONGREGATION AHAVAF ACHIM,"<Point><coordinates>-72.793967,42.130446</coordinates></Point>",NA,5
1,CONGREGATION AHAVAS A CHIM,"<Point><coordinates>-70.879539,42.812078</coordinates></Point>",NA,19
1,CONGREGATION AHAVATH SHOLOM,"<Point><coordinates>-73.36216,42.19358</coordinates></Point>",NA,4
1,CONGREGATION AM SEGULAH,"<Point><coordinates>-72.518661,42.130748</coordinates></Point>",NA,3
1,CONGREGATION ANSHEY SHOLOM,"<Point><coordinates>-71.587266,42.566862</coordinates></Point>",NA,14
1,CONGREGATION BET HAYEKHA INC,"<Point><coordinates>-71.187803,42.291391</coordinates></Point>",NA,29
1,CONGREGATION BETH ISRAEL OF QUINCY,"<Point><coordinates>-70.989625,42.247281</coordinates></Point>",NA,33
1,CONGREGATION BETH-EL OF FALL RIVER SPECIAL PROJECT FUND TRUST,"<Point><coordinates>-71.150894,41.706644</coordinates></Point>",217950,37
1,CONGREGATION BNAI ISRAEL,"<Point><coordinates>-72.641857,42.329068</coordinates></Point>",885109,6
1,CONGREGATION BNAI SHALOM INC,"<Point><coordinates>-71.60221,42.281191</coordinates></Point>",NA,14
1,CONGREGATION CHAI ODOM,"<Point><coordinates>-71.148737,42.337973</coordinates></Point>",NA,28
1,CONGREGATION ETZ CHAIM INC,"<Point><coordinates>-71.175195,42.115536</coordinates></Point>",NA,31
1,CONGREGATION KESHET YAM - RAINBOW BY THE SEA,"<Point><coordinates>-70.720509,42.577878</coordinates></Point>",NA,20
1,CONGREGATION KLAL YISRAEL INC,"<Point><coordinates>-71.184785,42.105288</coordinates></Point>",NA,32
1,CONGREGATION LUBAVITCH ORTHODOX SYNAGOGUE OF SOUTH BROOKLINE,"<Point><coordinates>-71.147422,42.298392</coordinates></Point>",NA,29
1,CONGREGATION MISHKAN TEFILA,"<Point><coordinates>-71.169836,42.330967</coordinates></Point>",NA,29
1,CONGREGATION OF MARIANS OF THE IMMACULATE CONCEPTION OF THE B V M,"<Point><coordinates>-73.325431,42.30112</coordinates></Point>",NA,4
1,CONGREGATION OF SISTERS OF ST JOSEPH OF BOSTON,"<Point><coordinates>-71.14398,42.351433</coordinates></Point>",NA,28
1,CONGREGATION OF SISTERS OF ST JOSEPH OF SPRINGFIELD,"<Point><coordinates>-72.635094,42.172058</coordinates></Point>",NA,5
1,CONGREGATION OF THE SACRED HEARTS,"<Point><coordinates>-70.861148,41.648716</coordinates></Point>",NA,38
1,CONGREGATION OF THE SACRED HEARTS-UNITED STATES PROVINCE,"<Point><coordinates>-70.898735,41.641722</coordinates></Point>",NA,38
1,CONGREGATION OF THE SISTERS OF DIVINE PROVIDENCE,"<Point><coordinates>-70.733667,41.948468</coordinates></Point>",NA,39
1,CONGREGATION SAR SHALOM,"<Point><coordinates>-71.359704,42.299865</coordinates></Point>",NA,17
1,CONGREGATION SHA ARAY SHALOM,"<Point><coordinates>-70.884173,42.182023</coordinates></Point>",NA,34
1,CONGREGATION SHAARAI TORAH,"<Point><coordinates>-71.832917,42.274671</coordinates></Point>",NA,10
1,CONGREGATION SONS OF ISRAEL,"<Point><coordinates>-70.949495,42.509818</coordinates></Point>",NA,21
1,CONGREGATION TIFERETH ISRAEL OF PEABODY,"<Point><coordinates>-70.921361,42.522642</coordinates></Point>",NA,21
1,CONGREGATIONAL CHURCH OF GRAFTON UNITED CHURCH OF CHRIST,"<Point><coordinates>-71.682862,42.203944</coordinates></Point>",NA,11
1,CONGREGATIONAL CHURCH OF HOLLAND,"<Point><coordinates>-72.162774,42.065743</coordinates></Point>",NA,8
1,CONGREGATIONAL CHURCH OF NEEDHAM,"<Point><coordinates>-71.240621,42.280103</coordinates></Point>",NA,30
1,CONGREGATIONAL CHURCH OF WEST MEDFORD,"<Point><coordinates>-71.128941,42.421392</coordinates></Point>",NA,25
1,CONGREGATIONAL CHURCH SO DARTMOUTH,"<Point><coordinates>-70.984253,41.566464</coordinates></Point>",NA,38
1,CONGREGATIONAL RETIREMENT HOMES II INC,"<Point><coordinates>-71.069856,42.455494</coordinates></Point>",1216354,23
1,CONGREGATIONAL RETIREMENT HOMES INC,"<Point><coordinates>-71.069856,42.455494</coordinates></Point>",944321,23
1,CONGRETATIONAL RETIREMENT HOMES III INC,"<Point><coordinates>-71.069856,42.455494</coordinates></Point>",1013409,23
1,CONN VALLEY MINERAL CLUB,"<Point><coordinates>-72.576746,42.156188</coordinates></Point>",0,7
1,CONNECT AFRICA FOUNDATION INC,"<Point><coordinates>-71.20173,42.334326</coordinates></Point>",120586,29
1,CONNECT THE TOTS INC,"<Point><coordinates>-71.125671,42.526911</coordinates></Point>",0,23
1,CONNECT US ALTWHEELS INC,"<Point><coordinates>-71.129726,42.380736</coordinates></Point>",0,26
1,CONNECTED MEDIA EXPERIENCE INC,"<Point><coordinates>-71.042178,42.52035</coordinates></Point>",233000,23
1,CONNECTICUT COUNCIL OF LANGUAGE TEACHERS INC,"<Point><coordinates>-72.301349,42.045366</coordinates></Point>",81063,8
1,CONNECTICUT EDUCATION ASSOCIATION,"<Point><coordinates>-72.355298,42.120816</coordinates></Point>",0,8
1,CONNECTICUT INSURANCE GUARANTY ASSOCIATION,"<Point><coordinates>-71.062911,42.361229</coordinates></Point>",17703760,27
1,CONNECTICUT MUTUAL INS CO VOLUNTARY EMPLOYEE BENEFICIARY TR,"<Point><coordinates>-72.54823,42.117524</coordinates></Point>",NA,3
1,CONNECTICUT RIVER WATERSHED COUNCIL INC,"<Point><coordinates>-72.600377,42.587373</coordinates></Point>",1423947,6
1,CONNECTICUT RIVER WATERSHED COUNCIL OF CONNECTICUT INC,"<Point><coordinates>-72.600377,42.587373</coordinates></Point>",0,6
1,CONNECTICUT SOCIETY OF HOSPITAL PHARMACISTS INC,"<Point><coordinates>-71.365804,42.674743</coordinates></Point>",57605,18
1,CONNECTICUT VALLEY REGION OF VETERAN MOTOR CAR CLUB OF AMERICA,"<Point><coordinates>-72.59468,42.47954</coordinates></Point>",0,6
1,CONNECTICUT VALLEY SUPERINTENDENTS SERVICE CENTER INC,"<Point><coordinates>-72.63599,42.369562</coordinates></Point>",14518,6
1,CONNECTICUT YANKEE ATOMIC POWER COMPANY EMPLOYEE TRUST,"<Point><coordinates>-71.057002,42.358956</coordinates></Point>",5319029,27
1,CONNOLLY FAMILY FOUNDATION,"<Point><coordinates>-71.34437,42.479171</coordinates></Point>",132833,16
1,CONNOR FLANAGAN FOUNDATION INC,"<Point><coordinates>-71.494365,42.638176</coordinates></Point>",30540,13
1,CONNOR LOURENS MEMORIAL FUND INC,"<Point><coordinates>-71.698613,42.549431</coordinates></Point>",25876,9
1,CONNORS FAMILY FOUNDATION,"<Point><coordinates>-71.074349,42.348934</coordinates></Point>",70,28
1,CONQUER CANCER COALITION OF MA INC,"<Point><coordinates>-71.440409,42.320169</coordinates></Point>",90673,15
1,CONQUERORS FOR CHRIST MINISTRY,"<Point><coordinates>-71.035129,41.664998</coordinates></Point>",NA,38
1,CONSENSUS BUILDING INSTITUTE,"<Point><coordinates>-71.084674,42.362299</coordinates></Point>",3512985,26
1,CONSEQUENCE MAGAZINE INC,"<Point><coordinates>-70.80698,42.241949</coordinates></Point>",8841,34
1,CONSERVATION FOOD AND HEALTH FOUNDATION INC,"<Point><coordinates>-71.173838,42.351558</coordinates></Point>",1816723,28
1,CONSERVATION IMAGING INC,"<Point><coordinates>-71.251043,42.350751</coordinates></Point>",0,29
1,CONSERVATION LAW FOUNDATION INC,"<Point><coordinates>-71.058576,42.354243</coordinates></Point>",5834799,27
1,CONSERVATION SERVICES GRP,"<Point><coordinates>-71.562919,42.286639</coordinates></Point>",122671842,14
1,CONSERVATION THROUGH POVERTY ALLEVIATION INTERNATIONAL INC,"<Point><coordinates>-71.333526,42.410087</coordinates></Point>",127395,16
1,CONSERVATORY LAB CHARTER SCHOOL FOUNDATION INC,"<Point><coordinates>-71.153568,42.352148</coordinates></Point>",632863,28
1,CONSIDER THE CHILDREN DIVORCE EDUCATION INC,"<Point><coordinates>-71.482549,42.229192</coordinates></Point>",32710,15
1,CONSIDER-THE GARDEN INC,"<Point><coordinates>-72.821653,42.413069</coordinates></Point>",0,4
1,CONSIGLI CONSTRUCTION FOUNDATION INC,"<Point><coordinates>-71.518417,42.150517</coordinates></Point>",114753,12
1,CONSOLIATED EDISON LIFE INS,"<Point><coordinates>-70.919635,42.338947</coordinates></Point>",3058606,1
1,CONSOLIDATED EDISON MASTER VEBA RET HEALTH TR FOR WEEKLY EMPLOYEES,"<Point><coordinates>-70.919635,42.338947</coordinates></Point>",85443878,1
1,CONSOLIDATED EDISON OF NY INC,"<Point><coordinates>-70.919635,42.338947</coordinates></Point>",48825574,1
1,CONSOLIDATED URBANISM INC,"<Point><coordinates>-71.071057,42.351803</coordinates></Point>",10000,0
